place-a-mailbox-on-litigation-hold, adee4621-3626-4aec-aa53-00b35ff0d0b0, $$CURRENTPATH$/adee4621-3626-4aec-aa53-00b35ff0d0b0, $$NEWPATH$$/place-a-mailbox-on-litigation-hold
backscatter-messages-and-eop, 6f64f2de-d626-48ed-8084-03cc72301aa4, $$CURRENTPATH$/6f64f2de-d626-48ed-8084-03cc72301aa4, $$NEWPATH$$/backscatter-messages-and-eop
put-an-in-place-hold-on-a-soft-deleted-mailbox, 421f72bd-dd43-4be1-82f5-0ae9ac43bd00, $$CURRENTPATH$/421f72bd-dd43-4be1-82f5-0ae9ac43bd00, $$NEWPATH$$/put-an-in-place-hold-on-a-soft-deleted-mailbox
manage-safe-sender-lists-for-bulk-mailers, d48db4a3-9fbe-45e2-bbaa-1017ffdf96f8, $$CURRENTPATH$/d48db4a3-9fbe-45e2-bbaa-1017ffdf96f8, $$NEWPATH$$/manage-safe-sender-lists-for-bulk-mailers
eop-queued-deferred-and-bounced-messages-faq, 9d015a0d-52a0-484d-9a08-121d04f973d3, $$CURRENTPATH$/9d015a0d-52a0-484d-9a08-121d04f973d3, $$NEWPATH$$/exchange-online-protection-eop/eop-queued-deferred-and-bounced-messages-faq
sample-notification-when-a-sender-is-blocked-sending-outbound-spam, c33fd406-a4c8-4ac8-ad85-123996c5cded, $$CURRENTPATH$/c33fd406-a4c8-4ac8-ad85-123996c5cded, $$NEWPATH$$/sample-notification-when-a-sender-is-blocked-sending-outbound-spam
information-rights-management-in-exchange-online, 2c956776-0016-4be6-b4cd-133a237f4a9e, $$CURRENTPATH$/2c956776-0016-4be6-b4cd-133a237f4a9e, $$NEWPATH$$/information-rights-management-in-exchange-online
quarantine-faq, c440b2ac-cafa-4be5-ba4c-14278a7990ae, $$CURRENTPATH$/c440b2ac-cafa-4be5-ba4c-14278a7990ae, $$NEWPATH$$/quarantine-faq
messaging-policy-and-compliance-in-eop, 206e6311-f96d-4c81-8ef2-171bcad4caa5, $$CURRENTPATH$/206e6311-f96d-4c81-8ef2-171bcad4caa5, $$NEWPATH$$/exchange-online-protection-eop/messaging-policy-and-compliance-in-eop
best-practices-for-configuring-eop, faf1efd1-3b0c-411a-804d-17f37292eac0, $$CURRENTPATH$/faf1efd1-3b0c-411a-804d-17f37292eac0, $$NEWPATH$$/exchange-online-protection-eop/best-practices-for-configuring-eop
fighting-junk-email, 5fd7d05b-96db-456f-81d6-1ac0e5bff530, $$CURRENTPATH$/5fd7d05b-96db-456f-81d6-1ac0e5bff530, $$NEWPATH$$/fighting-junk-email
configure-the-anti-spam-policies, 31279431-828d-48bd-b979-20b6de15fa4a, $$CURRENTPATH$/31279431-828d-48bd-b979-20b6de15fa4a, $$NEWPATH$$/configure-the-anti-spam-policies
submit-spam-non-spam-and-phishing-scam-messages-to-microsoft-for-analysis, dad30e2f-93fe-4d21-9a36-21c87ced85c1, $$CURRENTPATH$/dad30e2f-93fe-4d21-9a36-21c87ced85c1, $$NEWPATH$$/submit-spam-non-spam-and-phishing-scam-messages-to-microsoft-for-analysis
exchange-online-protection-eop, 70ab4af2-fec4-4886-8e12-27d348649204, $$CURRENTPATH$/70ab4af2-fec4-4886-8e12-27d348649204, $$NEWPATH$$/exchange-online-protection-eop/exchange-online-protection-eop
advanced-spam-filtering-asf-options, b286f853-b484-4af0-b01f-281fffd85e7a, $$CURRENTPATH$/b286f853-b484-4af0-b01f-281fffd85e7a, $$NEWPATH$$/advanced-spam-filtering-asf-options
bulk-complaint-level-values, a5b03b3c-37dd-429e-8e9b-2c1b25031794, $$CURRENTPATH$/a5b03b3c-37dd-429e-8e9b-2c1b25031794, $$NEWPATH$$/bulk-complaint-level-values
services-for-non-customers, 19fd3e0f-8dbf-4049-a810-2c8ee6cefd48, $$CURRENTPATH$/19fd3e0f-8dbf-4049-a810-2c8ee6cefd48, $$NEWPATH$$/services-for-non-customers
filter-mail-protection-reports-to-a-specific-domain, 89403472-c99e-495c-a251-2cff3c327f29, $$CURRENTPATH$/89403472-c99e-495c-a251-2cff3c327f29, $$NEWPATH$$/filter-mail-protection-reports-to-a-specific-domain
sending-mail-to-office-365, f9d4b5b6-8f4c-44df-9b06-2f9b3058ca20, $$CURRENTPATH$/f9d4b5b6-8f4c-44df-9b06-2f9b3058ca20, $$NEWPATH$$/sending-mail-to-office-365
troubleshooting-mail-sent-to-office-365, f4caa4e1-e414-4b21-8822-31c08064c059, $$CURRENTPATH$/f4caa4e1-e414-4b21-8822-31c08064c059, $$NEWPATH$$/troubleshooting-mail-sent-to-office-365
use-dkim-to-validate-outbound-email, 56fee1c7-dc37-470e-9b09-33fff6d94617, $$CURRENTPATH$/56fee1c7-dc37-470e-9b09-33fff6d94617, $$NEWPATH$$/use-dkim-to-validate-outbound-email
change-notification-for-eop-ip-addresses, 2b5da647-bdd0-4746-8948-362a10b6127f, $$CURRENTPATH$/2b5da647-bdd0-4746-8948-362a10b6127f, $$NEWPATH$$/exchange-online-protection-eop/change-notification-for-eop-ip-addresses
run-an-administrator-role-group-report-in-eop-eop, 23b47b57-0eec-46a3-a03b-366ea014ab31, $$CURRENTPATH$/23b47b57-0eec-46a3-a03b-366ea014ab31, $$NEWPATH$$/exchange-online-protection-eop/run-an-administrator-role-group-report-in-eop-eop
exchange-admin-center-in-exchange-online-protection-eop, 97921f0e-832f-40c7-b56d-414faede5191, $$CURRENTPATH$/97921f0e-832f-40c7-b56d-414faede5191, $$NEWPATH$$/exchange-admin-center-in-exchange-online-protection-eop
support-for-anonymous-inbound-email-messages-over-ipv6, b68df621-0a5f-4824-8abc-41e0c4fd1398, $$CURRENTPATH$/b68df621-0a5f-4824-8abc-41e0c4fd1398, $$NEWPATH$$/support-for-anonymous-inbound-email-messages-over-ipv6
mail-flow-intelligence-in-office-365, c29f75e5-c16e-409e-a123-430691e38276, $$CURRENTPATH$/c29f75e5-c16e-409e-a123-430691e38276, $$NEWPATH$$/mail-flow-intelligence-in-office-365
manage-recipients-and-admin-role-groups-in-eop, 2041a048-8d78-4b76-a91f-43ea43a858bd, $$CURRENTPATH$/2041a048-8d78-4b76-a91f-43ea43a858bd, $$NEWPATH$$/exchange-online-protection-eop/manage-recipients-and-admin-role-groups-in-eop
move-domains-and-settings-from-one-eop-organization-to-another-eop-organization, 9d64867b-ebdb-4323-8e30-4560d76b4c97, $$CURRENTPATH$/9d64867b-ebdb-4323-8e30-4560d76b4c97, $$NEWPATH$$/exchange-online-protection-eop/move-domains-and-settings-from-one-eop-organization-to-another-eop-organization
mail-flow-rules-transport-rules-0, 9c2cf227-eff7-48ef-87fb-487186e47363, $$CURRENTPATH$/9c2cf227-eff7-48ef-87fb-487186e47363, $$NEWPATH$$/exchange-online-protection-eop/mail-flow-rules-transport-rules-0
safe-sender-and-blocked-sender-lists-faq, 111ab6b0-2dd2-4a87-a928-4931df6b3c4d, $$CURRENTPATH$/111ab6b0-2dd2-4a87-a928-4931df6b3c4d, $$NEWPATH$$/safe-sender-and-blocked-sender-lists-faq
exchange-online-protection-ip-addresses, eb14f38b-7b55-4a47-84a0-4a56a59e4111, $$CURRENTPATH$/eb14f38b-7b55-4a47-84a0-4a56a59e4111, $$NEWPATH$$/exchange-online-protection-eop/exchange-online-protection-ip-addresses
use-mail-flow-rules-to-see-what-your-users-are-reporting-to-microsoft, 8401f520-8e7c-467b-9e06-4a9fdb2ba548, $$CURRENTPATH$/8401f520-8e7c-467b-9e06-4a9fdb2ba548, $$NEWPATH$$/use-mail-flow-rules-to-see-what-your-users-are-reporting-to-microsoft
search-for-and-delete-messagesadmin-help, 8c36bb03-e716-4fdd-9958-4aa7a2a1db42, $$CURRENTPATH$/8c36bb03-e716-4fdd-9958-4aa7a2a1db42, $$NEWPATH$$/search-for-and-delete-messagesadmin-help
install-the-junk-email-reporting-add-in-for-microsoft-outlook, 8dcc752f-e22e-44ce-a104-4cc4d7e439f3, $$CURRENTPATH$/8dcc752f-e22e-44ce-a104-4cc4d7e439f3, $$NEWPATH$$/install-the-junk-email-reporting-add-in-for-microsoft-outlook
exchange-online-protection-overview, 1270a65f-ddc3-4430-b500-4d3a481efb1e, $$CURRENTPATH$/1270a65f-ddc3-4430-b500-4d3a481efb1e, $$NEWPATH$$/exchange-online-protection-eop/exchange-online-protection-overview
create-organization-wide-safe-sender-or-blocked-sender-lists-in-office-365, 9721b46d-cbea-4121-be51-542395e6fd21, $$CURRENTPATH$/9721b46d-cbea-4121-be51-542395e6fd21, $$NEWPATH$$/create-organization-wide-safe-sender-or-blocked-sender-lists-in-office-365
eop-general-faq, 9dbff00a-474e-4452-aeb5-5be9a6b8c6d5, $$CURRENTPATH$/9dbff00a-474e-4452-aeb5-5be9a6b8c6d5, $$NEWPATH$$/exchange-online-protection-eop/eop-general-faq
troubleshooting-and-support-information, 5d9f75f5-bb7f-458c-ad30-5c8eae0b0e4e, $$CURRENTPATH$/5d9f75f5-bb7f-458c-ad30-5c8eae0b0e4e, $$NEWPATH$$/troubleshooting-and-support-information
third-party-copyright-notices, e94f1244-acb8-4ddd-b54e-5cc37f903bbf, $$CURRENTPATH$/e94f1244-acb8-4ddd-b54e-5cc37f903bbf, $$NEWPATH$$/exchange-online-protection-eop/third-party-copyright-notices
delegated-administration-faq, d6a87ce8-2c22-433a-b430-5eab14f6afdc, $$CURRENTPATH$/d6a87ce8-2c22-433a-b430-5eab14f6afdc, $$NEWPATH$$/exchange-online-protection-eop/delegated-administration-faq
s-mime-for-message-signing-and-encryption, 887c710b-0ec6-4ff0-8065-5f05f74afef3, $$CURRENTPATH$/887c710b-0ec6-4ff0-8065-5f05f74afef3, $$NEWPATH$$/s-mime-for-message-signing-and-encryption
accessibility-for-people-with-disabilities, a7203ebd-ffac-4a8d-a2d0-6c8a61c8eeb8, $$CURRENTPATH$/a7203ebd-ffac-4a8d-a2d0-6c8a61c8eeb8, $$NEWPATH$$/exchange-online-protection-eop/accessibility-for-people-with-disabilities
manage-groups-in-eop, 212e68ac-6330-47e9-a169-6cf5e2f21e13, $$CURRENTPATH$/212e68ac-6330-47e9-a169-6cf5e2f21e13, $$NEWPATH$$/exchange-online-protection-eop/manage-groups-in-eop
configure-end-user-spam-notifications-in-eop, e9947db5-1dd1-4493-872d-7362b24c7ba0, $$CURRENTPATH$/e9947db5-1dd1-4493-872d-7362b24c7ba0, $$NEWPATH$$/configure-end-user-spam-notifications-in-eop
report-junk-email-and-phishing-scams-in-outlook-on-the-web-eop, 758822b5-0126-463a-9d08-7366bb2a807d, $$CURRENTPATH$/758822b5-0126-463a-9d08-7366bb2a807d, $$NEWPATH$$/report-junk-email-and-phishing-scams-in-outlook-on-the-web-eop
sync-user-certificates-to-office-365-for-s-mime, 351c932e-99c1-4512-a6e8-788e90b7838f, $$CURRENTPATH$/351c932e-99c1-4512-a6e8-788e90b7838f, $$NEWPATH$$/sync-user-certificates-to-office-365-for-s-mime
use-end-user-spam-notifications-to-release-and-report-spam-quarantined-messages, 4b250bc9-0056-4426-8397-7b4398f1b026, $$CURRENTPATH$/4b250bc9-0056-4426-8397-7b4398f1b026, $$NEWPATH$$/use-end-user-spam-notifications-to-release-and-report-spam-quarantined-messages
reference-policies-practices-and-guidelines, ff3f140b-b005-445f-bfe0-7bc3f328aaf0, $$CURRENTPATH$/ff3f140b-b005-445f-bfe0-7bc3f328aaf0, $$NEWPATH$$/reference-policies-practices-and-guidelines
turn-off-junk-email-reporting-in-outlook-on-the-web, 8d57fe9e-57b8-4884-9317-80b380804b4a, $$CURRENTPATH$/8d57fe9e-57b8-4884-9317-80b380804b4a, $$NEWPATH$$/turn-off-junk-email-reporting-in-outlook-on-the-web
support-for-validation-of-dkim-signed-messages, a4c95148-a00c-4d12-85ed-88520b547d97, $$CURRENTPATH$/a4c95148-a00c-4d12-85ed-88520b547d97, $$NEWPATH$$/support-for-validation-of-dkim-signed-messages
set-up-your-eop-service, d74c6ddf-11b0-43ee-b298-8bb0340895f0, $$CURRENTPATH$/d74c6ddf-11b0-43ee-b298-8bb0340895f0, $$NEWPATH$$/exchange-online-protection-eop/set-up-your-eop-service
videos-for-getting-started-with-eop, c9c39ada-6100-4034-a479-8bd39d428498, $$CURRENTPATH$/c9c39ada-6100-4034-a479-8bd39d428498, $$NEWPATH$$/exchange-online-protection-eop/videos-for-getting-started-with-eop
use-mail-flow-rules-to-set-the-spam-confidence-level-scl-in-messages, 4ccab17a-6d49-4786-aa28-92fb28893e99, $$CURRENTPATH$/4ccab17a-6d49-4786-aa28-92fb28893e99, $$NEWPATH$$/use-mail-flow-rules-to-set-the-spam-confidence-level-scl-in-messages
anti-malware-protection, 0e39a0ce-ab8b-4820-8b5e-93fbe1cc11e8, $$CURRENTPATH$/0e39a0ce-ab8b-4820-8b5e-93fbe1cc11e8, $$NEWPATH$$/anti-malware-protection
switch-to-eop-from-google-postini-the-barracuda-spam-and-virus-firewall-or-cisco, 81b75194-3b04-48da-8b81-951afbabedde, $$CURRENTPATH$/81b75194-3b04-48da-8b81-951afbabedde, $$NEWPATH$$/exchange-online-protection-eop/switch-to-eop-from-google-postini-the-barracuda-spam-and-virus-firewall-or-cisco
enable-message-encryption-and-decryption-in-office-365, e313c489-ce5e-4015-aadf-981c697ab51f, $$CURRENTPATH$/e313c489-ce5e-4015-aadf-981c697ab51f, $$NEWPATH$$/enable-message-encryption-and-decryption-in-office-365
quarantine, e9eecdde-dcc2-4283-a820-98d1e740e4f1, $$CURRENTPATH$/e9eecdde-dcc2-4283-a820-98d1e740e4f1, $$NEWPATH$$/quarantine
auditing-reports-in-eop, 003d7a74-3e16-4453-ae0c-9dbae51f66d1, $$CURRENTPATH$/003d7a74-3e16-4453-ae0c-9dbae51f66d1, $$NEWPATH$$/exchange-online-protection-eop/auditing-reports-in-eop
configure-irm-to-use-an-on-premises-ad-rms-server, 3ecde857-4b7c-451d-b4aa-9eeffc8a8c61, $$CURRENTPATH$/3ecde857-4b7c-451d-b4aa-9eeffc8a8c61, $$NEWPATH$$/configure-irm-to-use-an-on-premises-ad-rms-server
submitting-malware-and-non-malware-to-microsoft-for-analysis, 12eba50e-661d-44b8-ae94-a34bc47fb84d, $$CURRENTPATH$/12eba50e-661d-44b8-ae94-a34bc47fb84d, $$NEWPATH$$/submitting-malware-and-non-malware-to-microsoft-for-analysis
how-to-help-ensure-that-a-message-isn-t-marked-as-spam, ceeda109-6c24-4270-bd09-a36959417276, $$CURRENTPATH$/ceeda109-6c24-4270-bd09-a36959417276, $$NEWPATH$$/how-to-help-ensure-that-a-message-isn-t-marked-as-spam
ensure-that-spam-is-routed-to-each-user-s-junk-email-folder, 0cbaccf8-4afc-47e3-a36d-a84598a55fb8, $$CURRENTPATH$/0cbaccf8-4afc-47e3-a36d-a84598a55fb8, $$NEWPATH$$/ensure-that-spam-is-routed-to-each-user-s-junk-email-folder
configure-end-user-spam-notifications-in-exchange-online, bfc91c73-a955-40e1-a95f-ad466624339a, $$CURRENTPATH$/bfc91c73-a955-40e1-a95f-ad466624339a, $$NEWPATH$$/configure-end-user-spam-notifications-in-exchange-online
use-transport-rules-to-configure-bulk-email-filtering, 2889c82e-fab0-4e85-87b0-b001b2ccd4f7, $$CURRENTPATH$/2889c82e-fab0-4e85-87b0-b001b2ccd4f7, $$NEWPATH$$/use-transport-rules-to-configure-bulk-email-filtering
videos-for-getting-started-with-protecting-your-email, 393b0050-7c7e-49e6-a03d-b1e09fe4de9e, $$CURRENTPATH$/393b0050-7c7e-49e6-a03d-b1e09fe4de9e, $$NEWPATH$$/videos-for-getting-started-with-protecting-your-email
feature-permissions-in-eop, 34674847-a6b7-4a7e-9eaa-b64f22bc150d, $$CURRENTPATH$/34674847-a6b7-4a7e-9eaa-b64f22bc150d, $$NEWPATH$$/exchange-online-protection-eop/feature-permissions-in-eop
high-risk-delivery-pool-for-outbound-messages, ac11edd9-2da3-462d-8ea3-bbf9dbc6f948, $$CURRENTPATH$/ac11edd9-2da3-462d-8ea3-bbf9dbc6f948, $$NEWPATH$$/high-risk-delivery-pool-for-outbound-messages
reporting-and-message-trace-in-exchange-online-protection, f40253f2-50a1-426e-9979-be74ba74cb61, $$CURRENTPATH$/f40253f2-50a1-426e-9979-be74ba74cb61, $$NEWPATH$$/exchange-online-protection-eop/reporting-and-message-trace-in-exchange-online-protection
junk-email-reporting-add-in-for-microsoft-outlook, 4650fec1-4ee3-4659-abbc-bf091718cb26, $$CURRENTPATH$/4650fec1-4ee3-4659-abbc-bf091718cb26, $$NEWPATH$$/junk-email-reporting-add-in-for-microsoft-outlook
eop-features, 599b8048-1056-457b-aae4-c063138fd319, $$CURRENTPATH$/599b8048-1056-457b-aae4-c063138fd319, $$NEWPATH$$/exchange-online-protection-eop/eop-features
configure-the-connection-filter-policy, 6ae78c12-7bbe-44fa-ab13-c3768387d0e3, $$CURRENTPATH$/6ae78c12-7bbe-44fa-ab13-c3768387d0e3, $$NEWPATH$$/configure-the-connection-filter-policy
anti-spam-message-headers, 2e3fcfc5-5604-4b88-ac0a-c5c45c03f1db, $$CURRENTPATH$/2e3fcfc5-5604-4b88-ac0a-c5c45c03f1db, $$NEWPATH$$/anti-spam-message-headers
configure-your-spam-filter-policies, 316544cb-db1d-4c25-a5b9-c73bbcf53047, $$CURRENTPATH$/316544cb-db1d-4c25-a5b9-c73bbcf53047, $$NEWPATH$$/configure-your-spam-filter-policies
set-up-virtual-certificate-collection-to-validate-s-mime, 04a616e6-197c-490c-ae8c-c8d5f0f0b3dd, $$CURRENTPATH$/04a616e6-197c-490c-ae8c-c8d5f0f0b3dd, $$NEWPATH$$/set-up-virtual-certificate-collection-to-validate-s-mime
anti-spam-protection-faq, c534a35d-b121-45da-9d0a-ce738ce51fce, $$CURRENTPATH$/c534a35d-b121-45da-9d0a-ce738ce51fce, $$NEWPATH$$/anti-spam-protection-faq
manage-recipients-in-eop, 2921f544-8257-4bae-8e3a-ce9250e9f162, $$CURRENTPATH$/2921f544-8257-4bae-8e3a-ce9250e9f162, $$NEWPATH$$/exchange-online-protection-eop/manage-recipients-in-eop
configure-irm-to-use-azure-rights-management, 1b1f8c8b-f3b4-439b-910c-cf2f89a07a15, $$CURRENTPATH$/1b1f8c8b-f3b4-439b-910c-cf2f89a07a15, $$NEWPATH$$/configure-irm-to-use-azure-rights-management
send-and-receive-s-mime-signed-and-encrypted-email, 1ce37ada-0a80-4b47-8611-d008979589ff, $$CURRENTPATH$/1ce37ada-0a80-4b47-8611-d008979589ff, $$NEWPATH$$/send-and-receive-s-mime-signed-and-encrypted-email
configure-s-mime-settings-for-outlook-web-app, c7dee22c-9b5b-425c-91a9-d093204ff84e, $$CURRENTPATH$/c7dee22c-9b5b-425c-91a9-d093204ff84e, $$NEWPATH$$/configure-s-mime-settings-for-outlook-web-app
what-s-the-difference-between-junk-email-and-bulk-email, 8079f193-1b40-4081-9e5d-d0e50dfbcc59, $$CURRENTPATH$/8079f193-1b40-4081-9e5d-d0e50dfbcc59, $$NEWPATH$$/what-s-the-difference-between-junk-email-and-bulk-email
mail-flow-in-eop, e109077e-cc85-4c19-ae40-d218ac7d0548, $$CURRENTPATH$/e109077e-cc85-4c19-ae40-d218ac7d0548, $$NEWPATH$$/exchange-online-protection-eop/mail-flow-in-eop
manage-admin-role-group-permissions-in-eop, 125834f4-1024-4325-ad5a-d2573cfb005e, $$CURRENTPATH$/125834f4-1024-4325-ad5a-d2573cfb005e, $$NEWPATH$$/exchange-online-protection-eop/manage-admin-role-group-permissions-in-eop
sample-script-for-applying-eop-settings-to-multiple-tenants, e87e84e1-7be0-44bf-a414-d91d60ed8817, $$CURRENTPATH$/e87e84e1-7be0-44bf-a414-d91d60ed8817, $$NEWPATH$$/exchange-online-protection-eop/sample-script-for-applying-eop-settings-to-multiple-tenants
find-and-release-quarantined-messages-as-an-administrator, ab95bf17-bb09-4dd1-9990-ddd02ddecf05, $$CURRENTPATH$/ab95bf17-bb09-4dd1-9990-ddd02ddecf05, $$NEWPATH$$/find-and-release-quarantined-messages-as-an-administrator
how-office-365-uses-spf-to-prevent-spoofing, 3aff33c5-1416-4867-a23b-e0c0c5b4d2be, $$CURRENTPATH$/3aff33c5-1416-4867-a23b-e0c0c5b4d2be, $$NEWPATH$$/how-office-365-uses-spf-to-prevent-spoofing
use-the-delist-portal-to-remove-yourself-from-the-office-365-blocked-senders-lis, 0bcecdd4-3343-4cc0-9e58-e19d4de515e8, $$CURRENTPATH$/0bcecdd4-3343-4cc0-9e58-e19d4de515e8, $$NEWPATH$$/use-the-delist-portal-to-remove-yourself-from-the-office-365-blocked-senders-lis
spam-confidence-levels, 34681000-0022-4b92-b38a-e32b3ed96bf6, $$CURRENTPATH$/34681000-0022-4b92-b38a-e32b3ed96bf6, $$NEWPATH$$/spam-confidence-levels
preserve-bcc-and-expanded-distribution-group-recipients-for-ediscovery, eb8ddf15-0080-457e-9d83-e73e193da334, $$CURRENTPATH$/eb8ddf15-0080-457e-9d83-e73e193da334, $$NEWPATH$$/preserve-bcc-and-expanded-distribution-group-recipients-for-ediscovery
configure-the-outbound-spam-policy, a44764e9-a5d2-4c67-8888-e7fb871c17c7, $$CURRENTPATH$/a44764e9-a5d2-4c67-8888-e7fb871c17c7, $$NEWPATH$$/configure-the-outbound-spam-policy
reducing-malware-threats-through-file-attachment-blocking-in-exchange-online-pro, c4fb4a86-b772-49d0-8773-e8ee897e175d, $$CURRENTPATH$/c4fb4a86-b772-49d0-8773-e8ee897e175d, $$NEWPATH$$/exchange-online-protection-eop/reducing-malware-threats-through-file-attachment-blocking-in-exchange-online-pro
help-and-support-for-eop, 64535a0a-1044-413f-8bc2-ed8e8a0bc54c, $$CURRENTPATH$/64535a0a-1044-413f-8bc2-ed8e8a0bc54c, $$NEWPATH$$/exchange-online-protection-eop/help-and-support-for-eop
use-dmarc-to-validate-email, 4a05898c-b8e4-4eab-bd70-ee912e349737, $$CURRENTPATH$/4a05898c-b8e4-4eab-bd70-ee912e349737, $$NEWPATH$$/use-dmarc-to-validate-email
manage-mail-users-in-eop, 4bfaf2ab-e633-4227-8bde-effefb41a3db, $$CURRENTPATH$/4bfaf2ab-e633-4227-8bde-effefb41a3db, $$NEWPATH$$/exchange-online-protection-eop/manage-mail-users-in-eop
report-junk-email-messages-to-microsoft, c31406ea-2979-4fac-9288-f835269b9d2f, $$CURRENTPATH$/c31406ea-2979-4fac-9288-f835269b9d2f, $$NEWPATH$$/report-junk-email-messages-to-microsoft
anti-malware-protection-faq-eop, 013c8a5f-8990-40e4-bfa8-f92ff1042623, $$CURRENTPATH$/013c8a5f-8990-40e4-bfa8-f92ff1042623, $$NEWPATH$$/anti-malware-protection-faq-eop
set-up-spf-in-office-365-to-help-prevent-spoofing, 71373291-83d2-466f-86ea-fc61493743a6, $$CURRENTPATH$/71373291-83d2-466f-86ea-fc61493743a6, $$NEWPATH$$/set-up-spf-in-office-365-to-help-prevent-spoofing
configure-anti-malware-policies, b0cfc21f-e3c6-41b6-8670-feb2b2e252e5, $$CURRENTPATH$/b0cfc21f-e3c6-41b6-8670-feb2b2e252e5, $$NEWPATH$$/configure-anti-malware-policies
